Order ID,Order Date,Customer Name,Segment,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2016-142902,09/12/2016,Ben Peterman,Corporate,Arvada,Colorado,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136
CA-2016-142902,09/12/2016,Ben Peterman,Corporate,Arvada,Colorado,Office Supplies,Labels,Avery 509,6.264,3,0.2,2.0358
CA-2014-120887,9/27/2014,Thomas Seio,Corporate,Hackensack,New Jersey,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0,37.6422
CA-2014-167850,08/09/2014,Andy Gerbode,Corporate,Saint Petersburg,Florida,Technology,Phones,AT&T 1070 Corded Phone,178.384,2,0.2,22.298
CA-2014-167850,08/09/2014,Andy Gerbode,Corporate,Saint Petersburg,Florida,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432
CA-2014-164259,12/28/2014,Sung Pak,Corporate,Philadelphia,Pennsylvania,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744
CA-2014-164973,11/04/2014,Nathan Mautz,Home Office,New York City,New York,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568
CA-2014-164973,11/04/2014,Nathan Mautz,Home Office,New York City,New York,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0,1995.99
CA-2014-164973,11/04/2014,Nathan Mautz,Home Office,New York City,New York,Technology,Phones,Panasonic Kx-TS550,275.94,6,0,80.0226
CA-2014-164973,11/04/2014,Nathan Mautz,Home Office,New York City,New York,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,129.6
CA-2014-164973,11/04/2014,Nathan Mautz,Home Office,New York City,New York,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0,13.071
CA-2014-156601,9/19/2014,Frank Atkinson,Corporate,Long Beach,California,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0,3.58
CA-2016-162138,4/23/2016,Grace Kelly,Corporate,Hesperia,California,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744
CA-2016-162138,4/23/2016,Grace Kelly,Corporate,Hesperia,California,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,0,34.9965
CA-2017-153339,11/03/2017,Don Jones,Corporate,Murfreesboro,Tennessee,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995
US-2016-141544,8/30/2016,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,Technology,Phones,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762
US-2016-141544,8/30/2016,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389
US-2016-141544,8/30/2016,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016
US-2016-141544,8/30/2016,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831
US-2016-141544,8/30/2016,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,0.7,-27.6936
US-2016-150147,4/25/2016,John Lucas,Consumer,Philadelphia,Pennsylvania,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7
US-2016-150147,4/25/2016,John Lucas,Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2,0.7,-13.816
US-2016-150147,4/25/2016,John Lucas,Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272
CA-2015-137946,09/01/2015,Doug Bickford,Consumer,Los Angeles,California,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,0.2,1.6038
CA-2015-137946,09/01/2015,Doug Bickford,Consumer,Los Angeles,California,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944
CA-2015-137946,09/01/2015,Doug Bickford,Consumer,Los Angeles,California,Office Supplies,Binders,Avery Non-Stick Binders,14.368,4,0.2,4.49
CA-2014-129924,07/12/2014,Alyssa Crouse,Corporate,San Francisco,California,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956
CA-2014-129924,07/12/2014,Alyssa Crouse,Corporate,San Francisco,California,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,3,0.2,-17.4588
CA-2015-128167,6/22/2015,Ken Lonsdale,Consumer,Layton,Utah,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0,2.3312
CA-2014-122336,4/13/2014,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,Office Supplies,Art,Newell 314,17.856,4,0.2,1.116
CA-2014-122336,4/13/2014,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976
CA-2014-122336,4/13/2014,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,Office Supplies,Fasteners,Staples,30.992,13,0.2,10.0724
CA-2014-122336,4/13/2014,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,12,0.4,8.3916
US-2015-120712,12/20/2015,Chad Sievert,Consumer,Austin,Texas,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22
CA-2017-169901,6/15/2017,Clay Cheatham,Consumer,San Francisco,California,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.7976
CA-2017-134306,07/08/2017,Tamara Dahlen,Consumer,Lowell,Massachusetts,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0,3.0996
CA-2017-134306,07/08/2017,Tamara Dahlen,Consumer,Lowell,Massachusetts,Office Supplies,Paper,Easy-staple paper,24.56,2,0,11.5432
CA-2017-134306,07/08/2017,Tamara Dahlen,Consumer,Lowell,Massachusetts,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2,0,4.1472
CA-2016-129714,09/01/2016,Adam Bellavance,Home Office,New York City,New York,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0,2.3086
CA-2016-129714,09/01/2016,Adam Bellavance,Home Office,New York City,New York,Office Supplies,Paper,Xerox 1881,24.56,2,0,11.5432
CA-2016-129714,09/01/2016,Adam Bellavance,Home Office,New York City,New York,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668
CA-2016-129714,09/01/2016,Adam Bellavance,Home Office,New York City,New York,Office Supplies,Paper,Xerox 1881,49.12,4,0,23.0864
CA-2016-129714,09/01/2016,Adam Bellavance,Home Office,New York City,New York,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,0.2,1415.4296
CA-2016-138520,04/08/2016,Jeremy Lonsdale,Consumer,New York City,New York,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,0.2,-4.8588
CA-2016-138520,04/08/2016,Jeremy Lonsdale,Consumer,New York City,New York,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0,3.7996
CA-2016-138520,04/08/2016,Jeremy Lonsdale,Consumer,New York City,New York,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0,6.9864
CA-2016-138520,04/08/2016,Jeremy Lonsdale,Consumer,New York City,New York,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,5,0,15.824
CA-2016-130001,4/23/2016,Heather Kirkland,Corporate,Charlotte,North Carolina,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,0.2,11.325
CA-2017-155698,03/08/2017,Victoria Brennan,Corporate,Columbus,Georgia,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0,168.4384
CA-2017-155698,03/08/2017,Victoria Brennan,Corporate,Columbus,Georgia,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936
CA-2017-144904,9/25/2017,Katrina Willman,Consumer,New York City,New York,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936
CA-2017-144904,9/25/2017,Katrina Willman,Consumer,New York City,New York,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704
CA-2017-144904,9/25/2017,Katrina Willman,Consumer,New York City,New York,Office Supplies,Art,Newell 333,5.56,2,0,1.4456
CA-2017-144904,9/25/2017,Katrina Willman,Consumer,New York City,New York,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0,20.7328
CA-2014-123344,9/24/2014,Julia Dunbar,Consumer,San Francisco,California,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.4784
CA-2016-155516,10/21/2016,Michael Kennedy,Corporate,Manchester,Connecticut,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.2,4,0,10.44
CA-2016-155516,10/21/2016,Michael Kennedy,Corporate,Manchester,Connecticut,Office Supplies,Supplies,Staple remover,7.36,2,0,0.1472
CA-2016-155516,10/21/2016,Michael Kennedy,Corporate,Manchester,Connecticut,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,0,29.3412
CA-2016-155516,10/21/2016,Michael Kennedy,Corporate,Manchester,Connecticut,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0,271.4192
CA-2017-104745,5/29/2017,Guy Thornton,Consumer,Harlingen,Texas,Office Supplies,Paper,Xerox 1930,25.92,5,0.2,9.396
CA-2017-104745,5/29/2017,Guy Thornton,Consumer,Harlingen,Texas,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746
US-2014-119137,7/23/2014,Arthur Gainer,Consumer,Tucson,Arizona,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,0.7,-5.712
US-2014-119137,7/23/2014,Arthur Gainer,Consumer,Tucson,Arizona,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,8,0.2,179.1888
US-2014-119137,7/23/2014,Arthur Gainer,Consumer,Tucson,Arizona,Office Supplies,Art,Newell 324,9.24,1,0.2,0.924
US-2014-119137,7/23/2014,Arthur Gainer,Consumer,Tucson,Arizona,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,10,0.2,-29.94
US-2016-134656,9/28/2016,Muhammed MacIntyre,Corporate,Quincy,Illinois,Office Supplies,Paper,Xerox 1960,99.136,4,0.2,30.98
US-2017-134481,8/27/2017,Allen Rosenblatt,Corporate,Franklin,Massachusetts,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,7,0.3,-297.6848
CA-2015-130792,4/28/2015,Russell Applegate,Consumer,Houston,Texas,Office Supplies,Appliances,Holmes Odor Grabber,8.652,3,0.8,-20.3322
CA-2015-130792,4/28/2015,Russell Applegate,Consumer,Houston,Texas,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.832,3,0.2,2.6811
CA-2015-130792,4/28/2015,Russell Applegate,Consumer,Houston,Texas,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,4,0.8,-18.8728
CA-2016-134775,10/28/2016,Alejandro Savely,Corporate,San Francisco,California,Office Supplies,Paper,Southworth Structures Collection,50.96,7,0,25.48
CA-2016-134775,10/28/2016,Alejandro Savely,Corporate,San Francisco,California,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,0.2,17.3376
CA-2015-125395,6/26/2015,Laura Armstrong,Corporate,Taylor,Michigan,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0,8.799
US-2015-168935,11/27/2015,Denny Ordway,Consumer,Pembroke Pines,Florida,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095
US-2015-168935,11/27/2015,Denny Ordway,Consumer,Pembroke Pines,Florida,Technology,Accessories,Logitech Media Keyboard K200,83.976,3,0.2,-1.0497
CA-2015-122756,12/03/2015,Dean Katz,Corporate,Philadelphia,Pennsylvania,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.638
CA-2015-122756,12/03/2015,Dean Katz,Corporate,Philadelphia,Pennsylvania,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.777
CA-2014-115973,11/24/2014,Nathan Gelder,Consumer,Cincinnati,Ohio,Office Supplies,Art,Crayola Colored Pencils,2.624,1,0.2,0.4264
CA-2017-101798,12/11/2017,Mike Vittorini,Consumer,New York City,New York,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,4,0.2,7.884
CA-2017-101798,12/11/2017,Mike Vittorini,Consumer,New York City,New York,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,2,0,13.5932
US-2014-135972,9/21/2014,Jack Garza,Consumer,Des Moines,Washington,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2,0.2,27.7182
US-2014-135972,9/21/2014,Jack Garza,Consumer,Des Moines,Washington,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0,701.9883
US-2014-134971,06/07/2014,Bart Pistole,Corporate,Peoria,Illinois,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3,0.8,-20.5623
CA-2017-102946,6/30/2017,Victor Preis,Home Office,Las Vegas,Nevada,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798
CA-2017-165603,10/17/2017,Saphhira Shifley,Corporate,Warwick,Rhode Island,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,2,0,9.4924
CA-2017-165603,10/17/2017,Saphhira Shifley,Corporate,Warwick,Rhode Island,Office Supplies,Paper,Xerox 1958,12.96,2,0,6.2208
CA-2015-122259,10/31/2015,Harold Pawlan,Home Office,Jackson,Michigan,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,0,21.036
CA-2016-108987,09/08/2016,Anna Gayman,Consumer,Houston,Texas,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,3,0.2,3.5952
CA-2016-108987,09/08/2016,Anna Gayman,Consumer,Houston,Texas,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528
CA-2016-108987,09/08/2016,Anna Gayman,Consumer,Houston,Texas,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136,4,0.2,-32.784
CA-2016-108987,09/08/2016,Anna Gayman,Consumer,Houston,Texas,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,2,0.2,0.7198
CA-2014-113166,12/24/2014,Luke Foster,Consumer,Miami,Florida,Office Supplies,Paper,Xerox 1974,9.568,2,0.2,3.4684
CA-2014-155208,4/16/2014,Stephanie Phelps,Corporate,Wilmington,North Carolina,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,6,0.2,9.768
CA-2017-117933,12/24/2017,Roy Französisch,Consumer,New York City,New York,Office Supplies,Appliances,Staple holder,35.91,3,0,9.6957
CA-2017-117457,12/08/2017,Keith Herrera,Consumer,San Francisco,California,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,0,37.7895
CA-2017-117457,12/08/2017,Keith Herrera,Consumer,San Francisco,California,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913
CA-2017-117457,12/08/2017,Keith Herrera,Consumer,San Francisco,California,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,5,0,13.3035
CA-2017-117457,12/08/2017,Keith Herrera,Consumer,San Francisco,California,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,0.2,-112.9527
CA-2017-117457,12/08/2017,Keith Herrera,Consumer,San Francisco,California,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,0,4.6464
CA-2017-117457,12/08/2017,Keith Herrera,Consumer,San Francisco,California,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,9,0,13.608
CA-2017-117457,12/08/2017,Keith Herrera,Consumer,San Francisco,California,Office Supplies,Paper,Xerox 1908,55.98,1,0,27.4302
CA-2017-117457,12/08/2017,Keith Herrera,Consumer,San Francisco,California,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548
CA-2017-117457,12/08/2017,Keith Herrera,Consumer,San Francisco,California,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2,0.2,-18.4548
CA-2017-142636,11/03/2017,Kimberly Carter,Corporate,Seattle,Washington,Office Supplies,Paper,Xerox 191,139.86,7,0,65.7342
CA-2017-142636,11/03/2017,Kimberly Carter,Corporate,Seattle,Washington,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.136,4,0.2,26.8744
CA-2017-122105,6/24/2017,Caroline Jumper,Consumer,Huntington Beach,California,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,0,25.8984
CA-2016-148796,4/14/2016,Philip Brown,Consumer,Los Angeles,California,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,5,0.2,38.38
CA-2017-154816,11/06/2017,Victoria Brennan,Corporate,Richmond,Kentucky,Office Supplies,Paper,Xerox 1987,5.78,1,0,2.8322
CA-2017-110478,03/04/2017,Sung Pak,Corporate,Los Angeles,California,Office Supplies,Art,American Pencil,9.32,4,0,2.7028
CA-2017-110478,03/04/2017,Sung Pak,Corporate,Los Angeles,California,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,0,7.015
CA-2014-142048,6/22/2014,Joel Eaton,Consumer,Louisville,Colorado,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.752,6,0.2,56.5662
CA-2017-125388,10/19/2017,Michael Paige,Corporate,Lawrence,Massachusetts,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0,14.7056
CA-2017-125388,10/19/2017,Michael Paige,Corporate,Lawrence,Massachusetts,Office Supplies,Storage,Crate-A-Files,32.7,3,0,8.502
CA-2017-155705,8/21/2017,Natalie Fritzler,Consumer,Jackson,Mississippi,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.264
CA-2017-149160,11/23/2017,Janet Molinari,Corporate,Canton,Michigan,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.076
CA-2017-149160,11/23/2017,Janet Molinari,Corporate,Canton,Michigan,Office Supplies,Binders,GBC VeloBinder Manual Binding System,287.92,8,0,138.2016
CA-2014-101476,09/12/2014,Shirley Daniels,Home Office,New Rochelle,New York,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.0957
CA-2017-152275,10/01/2017,Ken Heidel,Corporate,San Antonio,Texas,Office Supplies,Art,Design Ebony Sketching Pencil,6.672,6,0.2,0.5004
US-2016-123750,4/15/2016,Ross Baird,Home Office,Gastonia,North Carolina,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.588,2,0.7,-145.3508
US-2016-123750,4/15/2016,Ross Baird,Home Office,Gastonia,North Carolina,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395
US-2016-123750,4/15/2016,Ross Baird,Home Office,Gastonia,North Carolina,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,5,0.2,54.7425
US-2016-123750,4/15/2016,Ross Baird,Home Office,Gastonia,North Carolina,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.768,2,0.2,-0.7748
CA-2016-127369,06/06/2016,Dave Brooks,Consumer,Lowell,Massachusetts,Office Supplies,Storage,Letter Size Cart,714.3,5,0,207.147
US-2014-150574,12/19/2014,Mike Kennedy,Consumer,Jacksonville,Florida,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.812,2,0.7,-3.6892
US-2014-150574,12/19/2014,Mike Kennedy,Consumer,Jacksonville,Florida,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,5,0.2,-18.585
CA-2016-147375,06/12/2016,Philisse Overcash,Home Office,Chicago,Illinois,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,0.3,43.1991
CA-2016-147375,06/12/2016,Philisse Overcash,Home Office,Chicago,Illinois,Office Supplies,Paper,Xerox 1908,313.488,7,0.2,113.6394
CA-2017-130043,9/15/2017,Brenda Bowman,Corporate,Houston,Texas,Office Supplies,Paper,Xerox 1897,31.872,8,0.2,11.5536
CA-2017-157252,1/20/2017,Cynthia Voltz,Corporate,New York City,New York,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094
CA-2016-115756,09/05/2016,Pete Kriz,Consumer,Detroit,Michigan,Furniture,Furnishings,Aluminum Document Frame,12.22,1,0,3.666
CA-2016-115756,09/05/2016,Pete Kriz,Consumer,Detroit,Michigan,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,3,0,23.3928
CA-2016-115756,09/05/2016,Pete Kriz,Consumer,Detroit,Michigan,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,0,20.5755
CA-2016-115756,09/05/2016,Pete Kriz,Consumer,Detroit,Michigan,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0,42.0256
CA-2016-115756,09/05/2016,Pete Kriz,Consumer,Detroit,Michigan,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,0,29.1528
CA-2016-115756,09/05/2016,Pete Kriz,Consumer,Detroit,Michigan,Office Supplies,Labels,Avery 520,22.05,7,0,10.584
CA-2017-154214,3/20/2017,Troy Blackwell,Consumer,Columbus,Indiana,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0,1.3677
CA-2016-166674,04/01/2016,Raymond Buch,Consumer,Auburn,New York,Office Supplies,Art,Newell 345,59.52,3,0,15.4752
CA-2016-166674,04/01/2016,Raymond Buch,Consumer,Auburn,New York,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0,9.7164
CA-2016-166674,04/01/2016,Raymond Buch,Consumer,Auburn,New York,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6,0,71.2476
CA-2016-166674,04/01/2016,Raymond Buch,Consumer,Auburn,New York,Office Supplies,Art,50 Colored Long Pencils,30.48,3,0,7.9248
CA-2016-166674,04/01/2016,Raymond Buch,Consumer,Auburn,New York,Office Supplies,Art,Newell 342,9.84,3,0,2.8536
CA-2016-166674,04/01/2016,Raymond Buch,Consumer,Auburn,New York,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,4,0,9.1312
CA-2017-147277,10/20/2017,Ed Braxton,Corporate,Akron,Ohio,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304
CA-2017-147277,10/20/2017,Ed Braxton,Corporate,Akron,Ohio,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408,2,0.2,66.5408
CA-2016-100153,12/13/2016,Ken Heidel,Corporate,Norman,Oklahoma,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4,0,24.9132
US-2014-110674,02/12/2014,Sanjit Chand,Consumer,Concord,California,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294
US-2016-157945,9/26/2016,Natalie Fritzler,Consumer,Decatur,Illinois,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,0.3,-96.1146
US-2016-157945,9/26/2016,Natalie Fritzler,Consumer,Decatur,Illinois,Office Supplies,Envelopes,Staple envelope,8.928,2,0.2,3.348
CA-2015-109638,12/15/2015,Joseph Holt,Consumer,Seattle,Washington,Office Supplies,Appliances,3M Office Air Cleaner,103.92,4,0,36.372
CA-2015-109638,12/15/2015,Joseph Holt,Consumer,Seattle,Washington,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0,377.9622
CA-2015-109638,12/15/2015,Joseph Holt,Consumer,Seattle,Washington,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,3,0.2,18.6006
CA-2016-109869,4/22/2016,Tanja Norvell,Home Office,Phoenix,Arizona,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2,7.068
CA-2016-109869,4/22/2016,Tanja Norvell,Home Office,Phoenix,Arizona,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5,-814.4832
CA-2016-109869,4/22/2016,Tanja Norvell,Home Office,Phoenix,Arizona,Office Supplies,Binders,Poly Designer Cover & Back,28.485,5,0.7,-20.889
CA-2016-109869,4/22/2016,Tanja Norvell,Home Office,Phoenix,Arizona,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2,0.2,-34.758
CA-2016-109869,4/22/2016,Tanja Norvell,Home Office,Phoenix,Arizona,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,0.2,5.8704
US-2015-101399,1/17/2015,Joni Sundaresam,Home Office,Park Ridge,Illinois,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614
CA-2017-154907,3/31/2017,David Smith,Corporate,Amarillo,Texas,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2,0.32,-36.2352
US-2016-100419,12/16/2016,Craig Carreira,Consumer,Chicago,Illinois,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.788,3,0.8,-7.9002
CA-2015-154144,12/20/2015,Maya Herman,Corporate,Lindenhurst,New York,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304
CA-2014-144666,11/09/2014,Jeremy Pistek,Consumer,San Francisco,California,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,0,3.4092
CA-2014-144666,11/09/2014,Jeremy Pistek,Consumer,San Francisco,California,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,0.15,10.4784
CA-2014-144666,11/09/2014,Jeremy Pistek,Consumer,San Francisco,California,Technology,Phones,Samsung Galaxy Note 3,703.968,4,0.2,87.996
CA-2014-144666,11/09/2014,Jeremy Pistek,Consumer,San Francisco,California,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0,24.9804
