Order ID,Amount,Profit,Quantity,Category,Sub-Category,Order Date,CustomerName,City
B-26035,1281,340,3,Electronics,Electronic Games,31/12/2021,Megan Mack,Austin
B-26035,2404,253,15,Electronics,Laptops,31/12/2021,Megan Mack,Austin
B-25573,2119,196,1,Furniture,Sofas,16/08/2020,Heather Johnson,Los Angeles
B-25463,3137,571,9,Office Supplies,Pens,02/02/2025,Tina Davies,Chicago
B-26277,2323,727,7,Furniture,Tables,24/02/2022,Matthew Harris,Dallas
B-26277,1368,406,9,Furniture,Bookcases,24/02/2022,Matthew Harris,Dallas
B-26508,9204,3289,16,Electronics,Laptops,25/02/2024,Christopher Kirk,Miami
B-26508,9204,3289,16,Electronics,Laptops,15/06/2021,Eric Stevens,Miami
B-26508,9894,3698,20,Office Supplies,Paper,25/02/2024,Christopher Kirk,Miami
B-26508,9894,3698,20,Office Supplies,Paper,15/06/2021,Eric Stevens,Miami
B-26723,5322,1423,18,Furniture,Sofas,08/12/2022,James Dickerson,Houston
B-26723,5322,1423,18,Furniture,Sofas,09/12/2023,James Jones,Dallas
B-25526,2666,559,14,Furniture,Chairs,16/07/2022,Hannah Hendricks,Cleveland
B-25645,8383,937,4,Furniture,Sofas,05/05/2024,Brett Mullins,Orlando
B-25757,7560,821,4,Office Supplies,Paper,04/10/2021,Ms. Kim Jordan,Chicago
B-26716,1314,490,16,Furniture,Sofas,20/11/2021,Marcus Santiago,Buffalo
B-26716,4390,179,1,Furniture,Tables,20/11/2021,Marcus Santiago,Buffalo
B-26716,1150,58,7,Office Supplies,Binders,20/11/2021,Marcus Santiago,Buffalo
B-25424,1574,258,17,Office Supplies,Pens,15/09/2020,Jill Perez,San Diego
B-25424,5635,318,17,Office Supplies,Binders,15/09/2020,Jill Perez,San Diego
B-25424,6515,961,11,Furniture,Sofas,15/09/2020,Jill Perez,San Diego
B-26453,1231,214,20,Electronics,Laptops,17/01/2023,Courtney Williams,Columbus
B-26453,1231,214,20,Electronics,Laptops,16/06/2020,Jordan Hahn,Rochester
B-26425,6891,2529,3,Office Supplies,Binders,01/05/2024,William Cook,Cleveland
B-25843,7524,2308,15,Electronics,Laptops,07/12/2023,Stephanie Hayes,Austin
B-25843,6864,1824,14,Electronics,Printers,07/12/2023,Stephanie Hayes,Austin
B-25486,4215,432,14,Furniture,Chairs,02/02/2024,Melissa Wise,Columbus
B-26975,622,218,19,Furniture,Bookcases,23/06/2024,Elizabeth Gonzalez,San Diego
B-26975,1755,495,18,Office Supplies,Pens,23/06/2024,Elizabeth Gonzalez,San Diego
B-26975,8020,3898,20,Electronics,Electronic Games,23/06/2024,Elizabeth Gonzalez,San Diego
B-26890,7333,1576,4,Electronics,Laptops,07/06/2024,Mr. Eric Lopez,Buffalo
B-26125,7690,1134,4,Electronics,Electronic Games,13/10/2023,Benjamin Higgins,Rochester
B-26125,912,246,2,Furniture,Sofas,13/10/2023,Benjamin Higgins,Rochester
B-26489,2791,894,14,Electronics,Laptops,08/10/2022,Brett Sutton,Austin
B-26489,2791,894,14,Electronics,Laptops,27/10/2023,Anna Blackburn,Cincinnati
B-26489,2791,894,14,Electronics,Laptops,09/02/2021,Michelle Bailey,Dallas
B-26489,6223,1478,3,Furniture,Sofas,08/10/2022,Brett Sutton,Austin
B-26489,6223,1478,3,Furniture,Sofas,27/10/2023,Anna Blackburn,Cincinnati
B-26489,6223,1478,3,Furniture,Sofas,09/02/2021,Michelle Bailey,Dallas
B-26489,8943,3121,17,Furniture,Chairs,08/10/2022,Brett Sutton,Austin
B-26489,8943,3121,17,Furniture,Chairs,27/10/2023,Anna Blackburn,Cincinnati
B-26489,8943,3121,17,Furniture,Chairs,09/02/2021,Michelle Bailey,Dallas
B-26489,3297,102,12,Electronics,Phones,08/10/2022,Brett Sutton,Austin
B-26489,3297,102,12,Electronics,Phones,27/10/2023,Anna Blackburn,Cincinnati
B-26489,3297,102,12,Electronics,Phones,09/02/2021,Michelle Bailey,Dallas
B-26043,8769,1989,20,Office Supplies,Paper,03/11/2020,Sara Peterson,Chicago
B-26557,9057,1888,19,Electronics,Printers,30/05/2022,Katherine Williams,Orlando
B-26557,6864,3275,11,Furniture,Tables,30/05/2022,Katherine Williams,Orlando
B-26557,9200,809,13,Electronics,Laptops,30/05/2022,Katherine Williams,Orlando
B-25243,6113,2508,6,Electronics,Laptops,16/06/2024,Cory Evans,Orlando
B-25243,7733,2784,15,Furniture,Tables,16/06/2024,Cory Evans,Orlando
B-25243,8524,154,14,Furniture,Tables,16/06/2024,Cory Evans,Orlando
B-25243,6187,2344,15,Furniture,Bookcases,16/06/2024,Cory Evans,Orlando
B-26932,4364,148,18,Furniture,Tables,15/07/2022,Michael Rodriguez,Cincinnati
B-26932,736,286,12,Office Supplies,Pens,15/07/2022,Michael Rodriguez,Cincinnati
B-25241,9905,633,17,Office Supplies,Pens,18/07/2021,John Munoz,Dallas
B-25241,9905,633,17,Office Supplies,Pens,02/10/2021,David Clark,Tampa
B-25044,2493,1221,9,Office Supplies,Paper,16/04/2024,April Welch,Springfield
B-25044,9849,963,1,Office Supplies,Pens,16/04/2024,April Welch,Springfield
B-26137,3423,804,4,Electronics,Printers,09/07/2020,Alan Livingston,Peoria
B-26137,3423,804,4,Electronics,Printers,25/07/2020,Angela Jackson,Dallas
B-26137,3423,804,4,Electronics,Printers,24/01/2024,Amy Williams,Austin
B-26137,3423,804,4,Electronics,Printers,04/05/2020,Laura Jordan,Dallas
B-26137,3423,804,4,Electronics,Printers,13/11/2021,Richard Maynard,Cincinnati
B-25545,3900,115,9,Furniture,Chairs,07/10/2023,Lawrence Oliver,Springfield
B-26800,8568,2419,11,Electronics,Electronic Games,23/10/2021,Anthony Williams,Rochester
B-26800,3283,71,6,Office Supplies,Pens,23/10/2021,Anthony Williams,Rochester
B-26987,7643,3720,19,Electronics,Electronic Games,18/07/2022,Lynn Matthews,Dallas
B-26144,3461,1537,15,Furniture,Sofas,23/08/2024,Andrew Griffin,Chicago
B-26144,5714,1438,6,Electronics,Electronic Games,23/08/2024,Andrew Griffin,Chicago
B-26144,3853,1457,10,Office Supplies,Binders,23/08/2024,Andrew Griffin,Chicago
B-25406,6016,431,20,Office Supplies,Pens,28/10/2020,Megan Williams,Chicago
B-25658,1290,204,12,Office Supplies,Markers,15/06/2024,Alison Martin,Buffalo
B-25658,1290,204,12,Office Supplies,Markers,19/12/2024,Samuel Wallace,San Francisco
B-25733,4569,1693,10,Electronics,Printers,04/09/2020,Manuel Stark,Springfield
B-26993,3083,1151,16,Furniture,Bookcases,16/04/2022,William Villarreal,Orlando
B-26964,3522,898,15,Office Supplies,Pens,29/08/2024,Brandon Kirk,Cleveland
B-26964,3522,898,15,Office Supplies,Pens,14/01/2022,Abigail Brown,Los Angeles
B-26955,7301,3602,3,Office Supplies,Binders,07/04/2024,Kristine Carter,Houston
B-26059,4462,121,8,Electronics,Laptops,24/04/2022,Wesley Deleon,Springfield
B-26059,6212,1881,17,Electronics,Phones,24/04/2022,Wesley Deleon,Springfield
B-26806,4027,1386,3,Furniture,Bookcases,27/08/2020,Laura Cole,Tampa
B-26299,1676,330,14,Electronics,Laptops,01/03/2023,Lauren Harris,Cleveland
B-26299,3927,1133,12,Furniture,Bookcases,01/03/2023,Lauren Harris,Cleveland
B-26299,2776,887,9,Electronics,Phones,01/03/2023,Lauren Harris,Cleveland
B-26743,7684,1157,12,Furniture,Sofas,02/10/2020,Cameron Miller,Chicago
B-26743,7684,1157,12,Furniture,Sofas,23/06/2020,Jacob Carpenter,Buffalo
B-26743,7684,1157,12,Furniture,Sofas,21/08/2023,Pamela Callahan DVM,Columbus
B-26757,6008,2498,17,Electronics,Phones,16/07/2022,William Ruiz,Miami
B-26772,7344,2598,20,Furniture,Bookcases,01/08/2022,Paula Marshall,Dallas
B-26088,6932,3218,20,Office Supplies,Pens,16/07/2020,Natalie Cox,Orlando
B-26319,7748,1706,16,Electronics,Electronic Games,02/05/2020,Andrew Fernandez,Cincinnati
B-26319,6381,2763,20,Office Supplies,Markers,02/05/2020,Andrew Fernandez,Cincinnati
B-26319,992,64,6,Electronics,Phones,02/05/2020,Andrew Fernandez,Cincinnati
B-25364,8649,2631,13,Electronics,Laptops,10/01/2024,Alisha Saunders,San Francisco
B-25364,8649,2631,13,Electronics,Laptops,30/09/2020,Travis Chandler DDS,Rochester
B-25655,4099,52,18,Electronics,Laptops,28/03/2022,Russell Austin,New York City
B-26864,2539,324,5,Electronics,Electronic Games,30/01/2021,Collin Cameron,San Francisco
B-26019,9845,3062,9,Office Supplies,Paper,14/03/2025,Elizabeth Hernandez,Orlando
B-25849,2901,1411,2,Office Supplies,Paper,26/10/2021,William Russell,Austin
B-25849,2901,1411,2,Office Supplies,Paper,11/01/2023,Sheri Berg,Los Angeles
B-25849,6934,1152,6,Office Supplies,Pens,26/10/2021,William Russell,Austin
B-25849,6934,1152,6,Office Supplies,Pens,11/01/2023,Sheri Berg,Los Angeles
B-25829,9640,2606,2,Furniture,Bookcases,31/10/2021,Anthony Barnett,Peoria
B-26065,7930,1981,13,Furniture,Chairs,04/05/2023,Kaitlyn Flores,Cleveland
B-26065,7930,1981,13,Furniture,Chairs,09/08/2024,Rebecca Owen,Springfield
B-25267,9894,829,1,Office Supplies,Binders,21/08/2022,Michael Bell,San Diego
B-25267,4534,2235,4,Furniture,Tables,21/08/2022,Michael Bell,San Diego
B-25972,4911,186,20,Electronics,Phones,19/06/2022,Willie Huynh,Buffalo
B-25972,531,189,20,Furniture,Bookcases,19/06/2022,Willie Huynh,Buffalo
B-25511,9707,3483,10,Electronics,Electronic Games,29/01/2025,Samuel Hayes,Peoria
B-25511,8521,2584,7,Office Supplies,Paper,29/01/2025,Samuel Hayes,Peoria
B-25744,8438,3427,12,Office Supplies,Binders,14/01/2022,Sherry Tran,Buffalo
B-25744,1689,109,9,Electronics,Electronic Games,14/01/2022,Sherry Tran,Buffalo
B-25744,3936,1626,14,Office Supplies,Paper,14/01/2022,Sherry Tran,Buffalo
B-26805,7664,1753,19,Electronics,Phones,15/06/2023,Heather Gray,Cincinnati
B-25620,721,258,13,Electronics,Laptops,18/10/2023,Benjamin Meadows,Peoria
B-25620,721,258,13,Electronics,Laptops,13/06/2022,Micheal Graham,Buffalo
B-25620,8364,3055,17,Electronics,Laptops,18/10/2023,Benjamin Meadows,Peoria
B-25620,8364,3055,17,Electronics,Laptops,13/06/2022,Micheal Graham,Buffalo
B-25620,5234,2021,15,Furniture,Bookcases,18/10/2023,Benjamin Meadows,Peoria
B-25620,5234,2021,15,Furniture,Bookcases,13/06/2022,Micheal Graham,Buffalo
B-25325,3944,1559,18,Electronics,Phones,12/06/2024,Jean Jackson,San Francisco
B-25325,6711,1045,12,Office Supplies,Pens,12/06/2024,Jean Jackson,San Francisco
B-25325,5031,714,4,Furniture,Tables,12/06/2024,Jean Jackson,San Francisco
B-25325,6295,2469,14,Office Supplies,Binders,12/06/2024,Jean Jackson,San Francisco
B-25131,9654,4111,1,Office Supplies,Paper,27/06/2022,Timothy Murphy,San Francisco
B-25131,3112,1065,20,Office Supplies,Binders,27/06/2022,Timothy Murphy,San Francisco
B-26654,7838,1142,13,Electronics,Phones,18/02/2021,Mrs. Jennifer Lewis,San Francisco
B-26654,9300,3146,6,Electronics,Phones,18/02/2021,Mrs. Jennifer Lewis,San Francisco
B-26654,1733,133,17,Office Supplies,Paper,18/02/2021,Mrs. Jennifer Lewis,San Francisco
B-26195,874,235,15,Office Supplies,Binders,29/05/2023,Bryan Brown,Rochester
B-26195,874,235,15,Office Supplies,Binders,04/06/2021,Christopher Johnson,Miami
B-25842,1248,584,13,Office Supplies,Pens,22/01/2024,Christina Conner,Columbus
B-25842,1248,584,13,Office Supplies,Pens,27/12/2022,Luis Luna,San Francisco
B-25842,3669,154,14,Office Supplies,Markers,22/01/2024,Christina Conner,Columbus
B-25842,3669,154,14,Office Supplies,Markers,27/12/2022,Luis Luna,San Francisco
B-25842,514,109,15,Office Supplies,Paper,22/01/2024,Christina Conner,Columbus
B-25842,514,109,15,Office Supplies,Paper,27/12/2022,Luis Luna,San Francisco
B-25851,3273,85,16,Electronics,Phones,30/03/2024,Julie Chavez,Cincinnati
B-25427,5035,2008,2,Furniture,Chairs,04/04/2020,Richard Blair,Miami
B-25427,7702,60,19,Electronics,Printers,04/04/2020,Richard Blair,Miami
B-25427,9884,4446,7,Electronics,Printers,04/04/2020,Richard Blair,Miami
B-26224,5564,175,11,Electronics,Laptops,22/01/2023,Mitchell Lester,Chicago
B-26224,5564,175,11,Electronics,Laptops,12/04/2022,Mr. John Tyler PhD,Houston
B-26224,5564,175,11,Electronics,Laptops,13/12/2023,Juan Kelly,Miami
B-26224,3953,1776,15,Electronics,Electronic Games,22/01/2023,Mitchell Lester,Chicago
B-26224,3953,1776,15,Electronics,Electronic Games,12/04/2022,Mr. John Tyler PhD,Houston
B-26224,3953,1776,15,Electronics,Electronic Games,13/12/2023,Juan Kelly,Miami
B-26896,6488,1591,18,Electronics,Printers,24/05/2023,Morgan Mccarthy,Dallas
B-26896,6488,1591,18,Electronics,Printers,29/11/2020,Morgan Sullivan,Houston
B-26469,7856,3699,17,Electronics,Electronic Games,24/03/2021,Eric Clark,Orlando
B-26469,1165,51,3,Office Supplies,Pens,24/03/2021,Eric Clark,Orlando
B-26219,9386,2555,20,Office Supplies,Markers,19/08/2020,Mark Padilla,San Diego
B-26219,9386,2555,20,Office Supplies,Markers,20/10/2022,Anthony Lane,Cleveland
B-26119,3956,142,12,Office Supplies,Pens,20/09/2023,Jeffrey Henderson,Tampa
B-26119,3956,142,12,Office Supplies,Pens,26/12/2024,Michelle Hardy,Dallas
B-26119,6449,2628,11,Furniture,Bookcases,20/09/2023,Jeffrey Henderson,Tampa
B-26119,6449,2628,11,Furniture,Bookcases,26/12/2024,Michelle Hardy,Dallas
B-26988,6255,437,18,Office Supplies,Markers,03/12/2021,Ms. Barbara Cervantes,Rochester
B-26988,2109,681,20,Electronics,Electronic Games,03/12/2021,Ms. Barbara Cervantes,Rochester
B-25596,6707,1041,20,Electronics,Phones,14/09/2021,Steven Proctor,Austin
B-26845,7633,184,13,Office Supplies,Pens,30/09/2021,Shannon Patterson,Springfield
B-25099,975,224,18,Office Supplies,Pens,22/12/2021,William Valdez,San Diego
B-25099,4492,1450,7,Furniture,Tables,22/12/2021,William Valdez,San Diego
B-25099,7957,2834,12,Furniture,Chairs,22/12/2021,William Valdez,San Diego
B-26153,4906,975,7,Furniture,Tables,18/05/2022,Laura Yu,Houston
B-25060,1379,250,3,Office Supplies,Pens,08/10/2020,Jonathan Mcmillan,Buffalo
B-25060,4244,340,10,Electronics,Laptops,08/10/2020,Jonathan Mcmillan,Buffalo
B-26572,5911,2333,14,Furniture,Bookcases,20/08/2022,Austin Davis,San Diego
B-26572,5911,2333,14,Furniture,Bookcases,25/11/2024,Mark Roy,San Francisco
B-26572,1818,738,11,Office Supplies,Markers,20/08/2022,Austin Davis,San Diego
B-26572,1818,738,11,Office Supplies,Markers,25/11/2024,Mark Roy,San Francisco
B-25919,2140,970,4,Office Supplies,Paper,30/09/2020,Jillian Williams,San Diego
B-25919,2140,970,4,Office Supplies,Paper,20/02/2025,Rebekah Carter,Orlando
B-25919,2140,970,4,Office Supplies,Paper,20/03/2022,Jonathan Reed,San Francisco
B-25919,2670,1026,1,Electronics,Laptops,30/09/2020,Jillian Williams,San Diego
B-25919,2670,1026,1,Electronics,Laptops,20/02/2025,Rebekah Carter,Orlando
B-25919,2670,1026,1,Electronics,Laptops,20/03/2022,Jonathan Reed,San Francisco
B-26978,1108,167,18,Electronics,Laptops,07/03/2025,Roger Harris,Springfield
B-26978,9776,3750,9,Office Supplies,Binders,07/03/2025,Roger Harris,Springfield
B-26978,535,72,6,Furniture,Bookcases,07/03/2025,Roger Harris,Springfield
B-26554,7564,3463,5,Office Supplies,Paper,16/06/2024,Louis Jimenez,Tampa
B-26554,7564,3463,5,Office Supplies,Paper,21/11/2020,Jessica Jones,Peoria
B-26554,7564,3463,5,Office Supplies,Paper,01/10/2024,Renee Gomez,Miami
B-26554,7564,3463,5,Office Supplies,Paper,01/07/2024,Connie Olson,Houston
B-26554,3409,1605,20,Electronics,Electronic Games,16/06/2024,Louis Jimenez,Tampa
B-26554,3409,1605,20,Electronics,Electronic Games,21/11/2020,Jessica Jones,Peoria
B-26554,3409,1605,20,Electronics,Electronic Games,01/10/2024,Renee Gomez,Miami
B-26554,3409,1605,20,Electronics,Electronic Games,01/07/2024,Connie Olson,Houston
B-26883,9751,2459,13,Office Supplies,Pens,23/11/2020,Christian Jones,Buffalo
B-25423,6385,2656,11,Electronics,Printers,18/03/2023,Matthew Kelley,Orlando
B-25423,6385,2656,11,Electronics,Printers,19/10/2022,Candace Martinez,Tampa
B-26324,6355,1335,15,Electronics,Electronic Games,31/08/2023,Jacob Mann,Austin
B-26324,6355,1335,15,Electronics,Electronic Games,06/06/2021,Keith Reese,Austin
B-26945,7377,320,15,Electronics,Printers,21/12/2022,Aaron Jones,Austin
B-26945,2054,371,12,Office Supplies,Markers,21/12/2022,Aaron Jones,Austin
B-26405,7497,319,18,Furniture,Chairs,12/02/2024,Christopher Brooks,Peoria
B-26046,2565,983,20,Electronics,Electronic Games,05/12/2022,Charles Moore,Miami
B-26046,5024,1544,19,Office Supplies,Pens,05/12/2022,Charles Moore,Miami
B-25746,8243,1346,15,Office Supplies,Binders,04/04/2021,Manuel Walls,Houston
B-25232,7792,1403,13,Office Supplies,Paper,12/02/2021,Darren Moore,Peoria
B-25232,7792,1403,13,Office Supplies,Paper,27/12/2022,Stephanie Thomas,Rochester
B-25232,7792,1403,13,Office Supplies,Paper,19/01/2024,Kristy Hernandez,San Diego
B-25232,2346,388,14,Furniture,Chairs,12/02/2021,Darren Moore,Peoria
B-25232,2346,388,14,Furniture,Chairs,27/12/2022,Stephanie Thomas,Rochester
B-25232,2346,388,14,Furniture,Chairs,19/01/2024,Kristy Hernandez,San Diego
B-25591,7346,1043,10,Furniture,Sofas,25/12/2022,Randy Johnson,Columbus
B-25591,9770,4132,7,Electronics,Electronic Games,25/12/2022,Randy Johnson,Columbus
B-25591,7179,683,13,Electronics,Laptops,25/12/2022,Randy Johnson,Columbus
B-26325,5449,2389,2,Electronics,Phones,06/10/2022,James Benitez,Miami
B-25251,2895,104,6,Furniture,Chairs,27/04/2020,Donald York,Buffalo
B-25251,2895,104,6,Furniture,Chairs,13/05/2024,Tiffany Parker,Houston
B-25251,697,116,1,Furniture,Chairs,27/04/2020,Donald York,Buffalo
B-25251,697,116,1,Furniture,Chairs,13/05/2024,Tiffany Parker,Houston
B-25464,6145,1414,4,Furniture,Chairs,23/10/2020,Melissa Mcknight,Los Angeles
B-25464,2504,440,18,Electronics,Printers,23/10/2020,Melissa Mcknight,Los Angeles
B-25464,3124,138,16,Electronics,Phones,23/10/2020,Melissa Mcknight,Los Angeles
B-26678,6934,1226,1,Electronics,Electronic Games,11/06/2021,Mr. Jack Mercado,Cincinnati
B-26678,6934,1226,1,Electronics,Electronic Games,08/09/2021,Christian Jones,Rochester
B-25962,4202,1171,3,Office Supplies,Markers,23/11/2022,Rachel Fisher,Peoria
B-25962,4202,1171,3,Office Supplies,Markers,31/10/2022,Donald Moore,Rochester
B-25962,4202,1171,3,Office Supplies,Markers,06/11/2023,William Wu,Tampa
B-25962,4202,1171,3,Office Supplies,Markers,12/11/2023,Jesus Zuniga,Houston
B-26586,2239,828,1,Electronics,Printers,26/06/2023,Michael Gallegos,Los Angeles
B-26586,2239,828,1,Electronics,Printers,30/09/2023,Robert Daniels,Chicago
B-26586,2450,1002,4,Electronics,Phones,26/06/2023,Michael Gallegos,Los Angeles
B-26586,2450,1002,4,Electronics,Phones,30/09/2023,Robert Daniels,Chicago
B-26841,9827,4208,13,Furniture,Chairs,12/09/2020,Jill Jones,New York City
B-26841,8077,240,15,Furniture,Sofas,12/09/2020,Jill Jones,New York City
B-26284,5152,2045,14,Electronics,Phones,27/11/2020,Elizabeth Miller,Springfield
B-26284,5152,2045,14,Electronics,Phones,25/08/2022,Sabrina Clark,Los Angeles
B-26284,5152,2045,14,Electronics,Phones,23/08/2023,Larry Casey,Chicago
B-26284,5152,2045,14,Electronics,Phones,11/10/2023,Daniel Burns,Rochester
B-26478,2542,190,1,Office Supplies,Markers,21/04/2022,James Tanner,Houston
B-26679,8102,1800,5,Office Supplies,Markers,14/09/2023,Leonard Gonzalez,San Francisco
B-26679,8102,1800,5,Office Supplies,Markers,29/04/2020,Richard Lee,Buffalo
B-26679,8102,1800,5,Office Supplies,Markers,15/12/2020,Matthew Schroeder,Cleveland
B-26679,3234,1274,10,Furniture,Tables,14/09/2023,Leonard Gonzalez,San Francisco
B-26679,3234,1274,10,Furniture,Tables,29/04/2020,Richard Lee,Buffalo
B-26679,3234,1274,10,Furniture,Tables,15/12/2020,Matthew Schroeder,Cleveland
B-26397,6200,2321,18,Furniture,Tables,11/07/2024,Marcus Flores,Los Angeles
B-26397,6200,2321,18,Furniture,Tables,21/09/2024,Tonya Long,Miami
B-25957,4470,413,13,Electronics,Laptops,02/02/2025,Michael Chambers,Los Angeles
B-26916,916,362,7,Office Supplies,Pens,21/10/2022,Kaylee Glover,Springfield
B-26916,916,362,7,Office Supplies,Pens,21/10/2020,Pamela Patterson,San Francisco
B-26916,1165,302,20,Furniture,Sofas,21/10/2022,Kaylee Glover,Springfield
B-26916,1165,302,20,Furniture,Sofas,21/10/2020,Pamela Patterson,San Francisco
B-26916,7846,677,12,Furniture,Chairs,21/10/2022,Kaylee Glover,Springfield
B-26916,7846,677,12,Furniture,Chairs,21/10/2020,Pamela Patterson,San Francisco
B-25925,3022,384,1,Office Supplies,Pens,11/01/2022,Ronald Mckinney,Austin
B-25925,3022,384,1,Office Supplies,Pens,17/02/2021,James Hart,Chicago
B-25925,5266,1111,13,Electronics,Electronic Games,11/01/2022,Ronald Mckinney,Austin
B-25925,5266,1111,13,Electronics,Electronic Games,17/02/2021,James Hart,Chicago
B-25602,4853,1764,9,Office Supplies,Pens,06/11/2021,Rhonda Harris,Orlando
B-25602,4853,1764,9,Office Supplies,Pens,30/08/2022,Randy Fisher,Houston
B-26592,9832,1270,1,Office Supplies,Pens,07/10/2022,James Hernandez,San Francisco
B-26592,796,153,15,Office Supplies,Pens,07/10/2022,James Hernandez,San Francisco
B-26251,883,127,7,Furniture,Chairs,04/06/2023,Brenda Murphy,San Francisco
B-26251,4539,1155,8,Furniture,Bookcases,04/06/2023,Brenda Murphy,San Francisco
B-26251,9659,2226,16,Office Supplies,Binders,04/06/2023,Brenda Murphy,San Francisco
B-25979,9562,325,2,Electronics,Printers,13/05/2022,Andrew Kirby,San Diego
B-25437,4688,1841,3,Electronics,Laptops,23/01/2023,Justin Thomas,San Francisco
B-25437,4688,1841,3,Electronics,Laptops,25/07/2021,Jillian Johnson MD,San Diego
B-26986,7900,482,4,Electronics,Phones,08/03/2025,William Martin,Columbus
B-25990,6967,3257,17,Furniture,Bookcases,25/12/2022,Mark Dixon,Cincinnati
B-25990,1091,277,6,Office Supplies,Paper,25/12/2022,Mark Dixon,Cincinnati
B-25990,6027,1530,2,Office Supplies,Binders,25/12/2022,Mark Dixon,Cincinnati
B-25222,4852,218,2,Furniture,Tables,24/04/2024,Alicia Allen,Dallas
B-25222,4852,218,2,Furniture,Tables,24/12/2021,Cynthia Meyer,Tampa
B-25222,4852,218,2,Furniture,Tables,07/09/2023,Brandon Norton,Springfield
B-26402,4314,1453,6,Furniture,Sofas,10/08/2021,Christina Scott,Tampa
B-26792,3288,1477,3,Office Supplies,Pens,26/05/2024,Andrew Macias,Austin
B-26792,3288,1477,3,Office Supplies,Pens,19/02/2022,Alejandro Williams,Springfield
B-25154,3977,813,5,Office Supplies,Binders,09/12/2024,Mark Rodriguez,New York City
B-26114,6252,1377,2,Electronics,Printers,01/06/2023,Sarah Montgomery,Chicago
B-26485,9084,3253,12,Office Supplies,Pens,05/11/2023,Marisa Prince,Buffalo
B-26191,8994,1481,15,Electronics,Phones,21/06/2020,James Bonilla,San Diego
B-26754,1089,176,16,Office Supplies,Markers,26/10/2020,Robin Myers,Dallas
B-25953,6690,1001,19,Office Supplies,Binders,06/06/2022,Nancy Sanchez,Springfield
B-25953,6690,1001,19,Office Supplies,Binders,13/11/2021,Sydney Walls,Chicago
B-25953,4985,1920,10,Furniture,Bookcases,06/06/2022,Nancy Sanchez,Springfield
B-25953,4985,1920,10,Furniture,Bookcases,13/11/2021,Sydney Walls,Chicago
B-26516,8590,3565,15,Electronics,Electronic Games,11/11/2021,Deborah Hoffman,Miami
B-26516,6973,3038,10,Furniture,Tables,11/11/2021,Deborah Hoffman,Miami
B-26843,4591,1941,19,Electronics,Printers,31/07/2021,Megan Williams,Dallas
B-26843,9612,2572,17,Office Supplies,Pens,31/07/2021,Megan Williams,Dallas
B-26167,5343,655,1,Furniture,Chairs,13/04/2024,Shane Clark,San Diego
B-26972,6956,318,20,Office Supplies,Markers,19/04/2022,Steven Haynes,Springfield
B-25673,5306,2405,17,Furniture,Tables,23/03/2024,Kimberly Fuller,Buffalo
B-26587,8982,448,17,Furniture,Sofas,07/05/2021,Angela Lyons,New York City
B-26587,4826,562,5,Office Supplies,Paper,07/05/2021,Angela Lyons,New York City
B-26668,972,106,15,Office Supplies,Pens,06/05/2022,Betty Tucker,Cincinnati
B-26906,3665,802,4,Office Supplies,Markers,09/08/2021,Brianna Hunt,Miami
B-26906,3665,802,4,Office Supplies,Markers,09/02/2025,Cathy Clark,Tampa
B-25226,9808,2117,2,Office Supplies,Pens,23/04/2024,Nicole Warren,Los Angeles
B-25166,1133,73,17,Furniture,Chairs,23/02/2023,Richard Castaneda,Cleveland
B-25166,1133,73,17,Furniture,Chairs,06/06/2024,Sarah Torres,San Diego
B-25166,6248,1168,19,Furniture,Bookcases,23/02/2023,Richard Castaneda,Cleveland
B-25166,6248,1168,19,Furniture,Bookcases,06/06/2024,Sarah Torres,San Diego
B-25454,5666,2733,17,Electronics,Electronic Games,27/01/2025,Vanessa Deleon,Tampa
B-26215,4171,1450,18,Office Supplies,Markers,07/04/2023,Richard Lyons,Dallas
B-25777,6236,2839,7,Electronics,Printers,20/01/2022,Eric Adams,Springfield
B-25777,6236,2839,7,Electronics,Printers,10/05/2022,Chad Brown,Orlando
B-25383,5410,2456,8,Furniture,Chairs,29/05/2024,Kayla Becker,Los Angeles
B-25383,5410,2456,8,Furniture,Chairs,04/01/2022,Ashley Freeman,Tampa
B-26409,3024,1353,1,Furniture,Sofas,02/05/2024,Scott Harris,Los Angeles
B-26409,3024,1353,1,Furniture,Sofas,28/12/2021,John James,Columbus
B-26684,7434,2851,5,Office Supplies,Markers,12/12/2022,Jesse Bond,Springfield
B-26726,7213,508,19,Electronics,Electronic Games,17/08/2023,Brandon Hughes,Dallas
B-26726,7213,508,19,Electronics,Electronic Games,29/11/2021,Lynn Reynolds,Cincinnati
B-26726,3176,586,9,Furniture,Tables,17/08/2023,Brandon Hughes,Dallas
B-26726,3176,586,9,Furniture,Tables,29/11/2021,Lynn Reynolds,Cincinnati
B-26136,9144,2220,18,Office Supplies,Binders,13/06/2021,Ronald Good,Miami
B-26098,4146,865,19,Furniture,Tables,04/07/2022,Kyle Baker,Houston
B-26098,3793,875,7,Furniture,Tables,04/07/2022,Kyle Baker,Houston
B-25430,7169,2385,11,Furniture,Sofas,27/06/2021,Michael Rivera,Los Angeles
B-25430,4046,417,18,Furniture,Chairs,27/06/2021,Michael Rivera,Los Angeles
B-25266,4164,905,11,Electronics,Phones,04/12/2023,Lori Adkins,San Diego
B-25266,5389,2196,5,Furniture,Tables,04/12/2023,Lori Adkins,San Diego
